Feature,Original P-value,Corrected P-value,Significant
Pro-Gly,0.02735467827168169,0.09015485514892277,Yes
TAURINE,0.02813179981349083,0.09067411567826741,Yes
ALLOTHREONINE,0.028287224121852656,0.09067411567826741,Yes
Nepsilon-Trimethyllysine,0.02937519428038545,0.09288912785959724,Yes
Dihydroxyacetone,0.030618588747280073,0.09427302324820443,Yes
D-Sedoheptulose,0.030618588747280073,0.09427302324820443,Yes
N-ACETYLALANINE,0.03170655890581287,0.09635499719428847,Yes
CREATINE,0.03574759092322039,0.10592555175629469,No
N-ACETYLNEURAMINATE,0.03590301523158222,0.10592555175629469,No
Leucine,0.036213863848305876,0.10592555175629469,No
5-Methylcytidine,0.0374572583152005,0.10820985735502367,No
XANTHINE,0.03854522847373329,0.10999492027870232,No
PANTOTHENATE,0.041342866024246194,0.1165569957792001,No
3-Phenyllactic acid,0.04289710910786447,0.11949908965762245,No
p-Coumaric acid,0.04429592788312092,0.12194408381941525,No
Indole-3-lactic acid,0.04569474665837737,0.12433221765186399,No
CITRATE,0.046471868200186506,0.1249933006763637,No
GLUTAMATE,0.04849238420889027,0.12894565801000368,No
URIDINE,0.0503574759092322,0.13240055463775657,No
D-Chiro-Inositol,0.051445446067765,0.1328269654417429,No
DIACETYL,0.05206714330121231,0.1328269654417429,No
N-Acetyl-L-proline,0.05222256760957414,0.1328269654417429,No
HYDROXYPHENYLLACTATE,0.06279142057817842,0.1579913162934812,No
N-Acetyl-beta-D-mannosamine,0.06465651227852036,0.16095344545929535,No
Phosphoric acid,0.06574448243705315,0.16193904095021514,No
Alpha-Hydroxyglutaric acid,0.06683245259558596,0.16197456168742727,No
Citraconic acid,0.0671433012123096,0.16197456168742727,No
Gamma-L-Glutamyl-L-alanine,0.06963009014609885,0.16494757961963435,No
HYPOXANTHINE,0.06978551445446068,0.16494757961963435,No
D-MANNOSAMINE,0.07351569785514454,0.17202673298103824,No
Argininosuccinic acid,0.0755362138638483,0.1750046935063416,No
Lysine,0.07646875971401927,0.17542833110863246,No
Pseudouridine,0.08439539944047249,0.19173323756379188,No
QUINOLINATE,0.08594964252409076,0.19338669567920422,No
2-Ethyl-2-hydroxybutyric acid,0.08874728007460367,0.19777965273768816,No
OROTATE,0.0906123717749456,0.20003108486167237,No
2-Hydroxy-3-methylbutyric acid,0.09154491762511657,0.2002010348063297,No
4-ACETAMIDOBUTANOATE,0.09294373640037301,0.20137809553414152,No
N-(2-Methylbutyryl)glycine,0.09418713086726764,0.2021998956233085,No
CIS-4-HYDROXY-D-PROLINE,0.09760646565122785,0.20609263288778365,No
SERINE,0.09776188995958968,0.20609263288778365,No
N-FORMYL-L-METHIONINE,0.10118122474354989,0.211396487410631,No
3-Hydroxybutyric acid,0.1039788622940628,0.21406835397477217,No
HISTIDINE,0.10428971091078644,0.21406835397477217,No
ADENOSINE,0.10568852968604289,0.21505318214377425,No
Nalpha-Acetyl-L-ornithine,0.11408144233758159,0.23012980609477665,No
BETAINE,0.11641280696300901,0.2317771584221535,No
METHYLMALONATE,0.1168790798880945,0.2317771584221535,No
Nepsilon-Acetyl-L-lysine,0.13288778364936277,0.2613087510416041,No
ERYTHRITOL,0.13630711843332297,0.26579888094497983,No
5-Methyluridine,0.144389182468138,0.2792319727069776,No
INDOLE-3-ACETATE,0.15091700341933478,0.2894637606567569,No
Homocitrulline,0.15418091389493316,0.2933197874098728,No
"2,3-Dihydroxyisovalerate",0.15697855144544606,0.29415480261112836,No
PROLINE,0.1571339757538079,0.29415480261112836,No
INOSINE,0.16024246192104444,0.2975408692502185,No
ITACONATE,0.16148585638793908,0.2975408692502185,No
2-HYDROXYBUTYRATE,0.16863537457258315,0.30828654414050355,No
2-Isopropylmalic acid,0.18355610817531862,0.33296224273662445,No
GLYCINE,0.18557662418402238,0.3340379235312403,No
Isovaleraldehyde,0.19707802300279764,0.35203249910423395,No
AMINOISOBUTANOATE,0.2068697544295928,0.35941414178353964,No
Ribose,0.20702517873795462,0.35941414178353964,No
4-Hydroxyphenylacetic acid,0.20718060304631644,0.35941414178353964,No
3-(4-HYDROXY-3-METHOXY-PHENYL)-PROPIONIC ACID,0.20826857320484923,0.35941414178353964,No
N-Acetyl-Asp-Glu,0.20889027043829655,0.35941414178353964,No
MALEATE,0.21106621075536214,0.3602667892040924,No
"2,3-DIHYDROXYBENZOATE",0.21246502953061858,0.3602667892040924,No
Arginine,0.2214796394156046,0.37220484262462056,No
NORLEUCINE,0.22381100404103202,0.37220484262462056,No
N-ACETYLLEUCINE,0.2242772769661175,0.37220484262462056,No
OXALATE,0.2314267951507616,0.3813652821498466,No
Arabitol,0.2350015542430836,0.3833929126515387,No
alpha-Santonin,0.23593410009325458,0.3833929126515387,No
"2,4-Dihydroxybutyric acid",0.23811004041032016,0.38426034107596496,No
"5,7-dihydroxy-3-(4-hydroxy-phenyl)-chromen-4-one",0.24541498290332608,0.39333634246149524,No
2-Deoxy-D-ribose,0.25023313646254275,0.39739508859185574,No
HEXANOATE,0.2525645010879702,0.39739508859185574,No
Saccharopine,0.2531861983214175,0.39739508859185574,No
N-ACETYLGLYCINE,0.25474044140503577,0.39739508859185574,No
Isomaltose,0.26266708113148896,0.4070010470690248,No
TRIGONELLINE,0.2643767485234691,0.4070010470690248,No
N-ALPHA-ACETYLLYSINE,0.26981659931613305,0.4102172307021545,No
3-METHOXYTYROSINE,0.26997202362449485,0.4102172307021545,No
GLUCOSE 6-PHOSPHATE,0.2737022070251787,0.41320204157349566,No
STACHYOSE,0.27914205781784274,0.4187130867267641,No
SUCCINATE,0.28271681691016476,0.4213741092801182,No
3-HYDROXYBENZALDEHYDE,0.28893378924463786,0.4279145992610459,No
BETA-ALANINE,0.29157600248678894,0.42911185271640634,No
"1-Phenyl-1,2-propanedione",0.31240285980727384,0.4552896072945809,No
2-Hydroxy-2-(4-hydroxyphenyl)acetic acid,0.3136462542741685,0.4552896072945809,No
INDOXYL SULFATE,0.31520049735778677,0.4552896072945809,No
CYTOSINE,0.327634442026733,0.4690307588497085,No
Glucose,0.32872241218526577,0.4690307588497085,No
3-Methyl-L-histidine,0.3341622629779297,0.47390284567779123,No
"2,5-DIHYDROXYBENZOATE",0.3408455082374883,0.48046896944320644,No
L-Methionine sulfoxide,0.3481504507304943,0.4849951544186217,No
2-C-methyl-D-erythritol 4-phosphate,0.3517252098228163,0.4849951544186217,No
O-ACETYLSERINE,0.3517252098228163,0.4849951544186217,No
CYSTATHIONINE,0.3523469070562636,0.4849951544186217,No
Arabinose,0.3688218837426173,0.5047036303846343,No
DEOXYURIDINE,0.3764376748523469,0.5121303250898208,No
DEOXYCYTIDINE,0.38110040410320173,0.5154768471684925,No
3-(3-Hydroxyphenyl)propionic acid,0.38762822505439853,0.5195612593809672,No
SEROTONIN,0.3885607709045695,0.5195612593809672,No
Mannose,0.39166925707180605,0.5207420804250149,No
trans-3-Hydroxycinnamic acid,0.3947777432390426,0.5219095588583953,No
Leu-Gly,0.3975753807895555,0.5225799393237394,No
Ethylsulfuric acid,0.3997513211066211,0.5225799393237394,No
N-Acetyl-L-aspartic acid,0.4100093254585017,0.532076657673238,No
PHENYLALANINE,0.41156356854212,0.532076657673238,No
3-HYDROXYBENZOATE,0.42586260491140815,0.5475376348860962,No
QUINATE,0.43270127447932855,0.5506784608938925,No
3-NITRO-L-TYROSINE,0.43301212309605225,0.5506784608938925,No
Thiolactic acid,0.4463786136151694,0.5646086247889169,No
2-Aminoadipic acid,0.46565122785203605,0.584825933086095,No
HOMOCYSTINE,0.46736089524401614,0.584825933086095,No
4-PYRIDOXATE,0.47295617034504195,0.5886794886209564,No
Choline glycerophosphate,0.4768417780540877,0.5891824681380168,No
METHYL GALACTOSIDE,0.47839602113770596,0.5891824681380168,No
Alpha-Ketoglutaric acid,0.48554553932235,0.5948568387509419,No
Galactonate,0.4982903326080199,0.6072913428660243,No
ALLANTOIN,0.5010879701585328,0.6075367099331435,No
Malic acid,0.5065278209511967,0.6099701932468532,No
Malonic acid,0.5097917314267951,0.6099701932468532,No
Threonic acid,0.5130556419023935,0.6099701932468532,No
2-Methyl-4-pentenoic acid,0.513521914827479,0.6099701932468532,No
Sorbose,0.5175629468448866,0.6116653008166841,No
2-OXOADIPATE,0.527043829654958,0.6175505129002177,No
1-Kestose,0.5278209511967672,0.6175505129002177,No
6-Oxo-2-piperidinecarboxylic acid,0.5427416847995027,0.6310611633124766,No
KETOLEUCINE,0.5447622008082064,0.6310611633124766,No
5-Keto-D-gluconic acid,0.5548647808517252,0.6364625427416848,No
THYMIDINE,0.5548647808517252,0.6364625427416848,No
"3,5-Dimethoxyphenol",0.5668324525955859,0.6470185068652053,No
XANTHOSINE,0.5969847684177806,0.6781283291735954,No
2-Hydroxy-3-(4-hydroxyphenyl)-2-propenoic acid,0.6022691949020826,0.6808260464110499,No
3-Hydroxy-2-methyl-4-pyrone,0.6266708113148897,0.7050046627292509,No
"2,6-DIHYDROXYPYRIDINE",0.6369288156667703,0.707314033348778,No
RHAMNOSE,0.6378613615169413,0.707314033348778,No
10-HYDROXYDECANOATE,0.6395710289089214,0.707314033348778,No
Fructose,0.640814423375816,0.707314033348778,No
Sucrose,0.6641280696300902,0.7296054849457329,No
4-HYDROXYBENZALDEHYDE,0.670500466272925,0.7331640612517031,No
N-ACETYLGLUTAMATE,0.6830898352502331,0.7434559137142073,No
2-HYDROXY-4-(METHYLTHIO)BUTANOATE,0.6863537457258315,0.7435498912029841,No
"1,6-Anhydro-beta-D-glucose",0.7126204538389804,0.768259504410343,No
GALACTARATE,0.715728940006217,0.768259504410343,No
3-(1H-indol-3-yl)-propionic acid,0.7395088591855766,0.7888829231073559,No
ACETOACETATE,0.7416847995026422,0.7888829231073559,No
TYROSINE,0.7514765309294373,0.7956810327488161,No
ASPARTATE,0.7721479639415605,0.8138856917221854,No
"2,6-Dihydroxybenzoic acid",0.8046316443891824,0.8443219945608462,No
Anserine,0.8211066210755362,0.8577631666592654,No
PYROGLUTAMATE,0.8333851414361206,0.8667205470935654,No
N-ACETYLASPARAGINE,0.9017718371153248,0.9336929640928584,No
CYTIDINE,0.9291265153870065,0.957777993835064,No
"1,5-Anhydro-D-sorbitol",0.9392290954305254,0.963945650573434,No
Cystine,0.965651227852036,0.9867353157964037,No
TREHALOSE,0.9763755051290022,0.9933559486964632,No
2-Hydroxy-2-methylbutyric acid,0.9911408144233759,0.9970469381411253,No
N-Acetyl-L-tyrosine,0.9951818464407833,0.9970469381411253,No
DIHYDROURACIL,0.9962698165993161,0.9970469381411253,No
Uric acid,0.9970469381411253,0.9970469381411253,No
